LINE TYPE,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,HCPCS,MODIFIER,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna US Healthcare PPO/POS Out Net IP Rate,Aetna US Healthcare PPO/POS Out Net OP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO IP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO OP Rate,  Beech Street PPO IP Rate,  Beech Street PPO OP Rate,Blue Cross of California HMO/POS In Net IP Rate,Blue Cross of California HMO/POS In Net OP Rate,Blue Cross of California HMO/POS/PPO** IP Rate,Blue Cross of California HMO/POS/PPO** OP Rate,Blue Cross of California PPO/POS Out Net IP Rate,Blue Cross of California PPO/POS Out Net OP Rate,Blue Shield of California HMO/POS/PPO** IP Rate,Blue Shield of California HMO/POS/PPO** OP Rate,CalOPTIMA Direct IP Rate,CalOPTIMA Direct OP Rate,  CalOPTIMA Direct Medi-Cal Expansion IP Rate,  CalOPTIMA Direct Medi-Cal Expansion OP Rate,  CalOPTIMA OneCare IP Rate,  CalOPTIMA OneCare OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA OP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie IP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie OP Rate,Cigna EPO/PPO** IP Rate,Cigna EPO/PPO** OP Rate,Cigna Healthcare of California HMO/POS In Net IP Rate,Cigna Healthcare of California HMO/POS In Net OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA OP Rate,Health Net PPO/POS Out Net** IP Rate,Health Net PPO/POS Out Net** OP Rate,  Humana ChoiceCare PPO IP Rate,  Humana ChoiceCare PPO OP Rate,Inland Empire Health Plan Medi-Cal IP Rate,Inland Empire Health Plan Medi-Cal OP Rate,  Interplan Corporation PPO IP Rate,  Interplan Corporation PPO OP Rate,  La Salle Medical Associates HMO/POS In Net IP Rate,  La Salle Medical Associates HMO/POS In Net OP Rate,  Medi-Cal Out of County-LA Care IP Rate,  Medi-Cal Out of County-LA Care OP Rate,  Molina Medi-Cal IP Rate,  Molina Medi-Cal OP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima IP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima OP Rate,  MultiPlan PPO IP Rate,  MultiPlan PPO OP Rate,  National Provider Network PPO IP Rate,  National Provider Network PPO OP Rate,  PPO NEXT PPO IP Rate,  PPO NEXT PPO OP Rate,  Prospect Medical and Its Affiliated Medical Groups IP Rate,  Prospect Medical and Its Affiliated Medical Groups OP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal IP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal OP Rate,  Three Rivers Provider Network (TRPN) PPO IP Rate,  Three Rivers Provider Network (TRPN) PPO OP Rate,  UCI Medical Group HMO/POS in Net IP Rate,  UCI Medical Group HMO/POS in Net OP Rate,UnitedHealthcare HMO/POS In Net IP Rate,UnitedHealthcare HMO/POS In Net OP Rate,UnitedHealthcare PPO/POS Out Net IP Rate,UnitedHealthcare PPO/POS Out Net OP Rate,  USA Health Network PPO IP Rate,  USA Health Network PPO OP Rate
CDM,3730879,"PANCRELIPASE 12,000 (CREON 12,000) EC CAP",,,J8499,,250,00032-1212-01,$37.70,$37.70,$19.60,$33.93,,$19.60,,$22.62,,$30.16,,$28.96,,$30.91,,$28.96,,$24.50,,,,,,,,,,,,,,,$24.50,,,$25.18,,$30.16,,,,$30.16,,$24.51,,,,,,,,$30.16,,$32.05,,$30.16,,$20.74,,,,$33.93,,$24.51,,$21.68,,$21.68,,$32.05
CDM,3730880,"PANCRELIPASE 24,000 (CREON 24,000) EC CAP",,,J8499,,250,00032-1224-01,$67.25,$67.25,$34.97,$60.53,,$34.97,,$40.35,,$53.80,,$51.66,,$55.14,,$51.66,,$43.71,,,,,,,,,,,,,,,$43.71,,,$44.92,,$53.80,,,,$53.80,,$43.71,,,,,,,,$53.80,,$57.16,,$53.80,,$36.99,,,,$60.53,,$43.71,,$38.67,,$38.67,,$57.16
CDM,3908843,HYDROXYUREA 100 MG/ML SUSP,,,J8499,,250,49884-0724-01,$15.34,$15.34,$7.98,$13.81,,$7.98,,$9.20,,$12.27,,$11.78,,$12.58,,$11.78,,$9.97,,,,,,,,,,,,,,,$9.97,,,$10.25,,$12.27,,,,$12.27,,$9.97,,,,,,,,$12.27,,$13.04,,$12.27,,$8.44,,,,$13.81,,$9.97,,$8.82,,$8.82,,$13.04
CDM,3936844,ACETAZOLAMIDE 25 MG/ML SUSP,,,J8499,,250,51672-4023-01,$19.50,$19.50,$10.14,$17.55,,$10.14,,$11.70,,$15.60,,$14.98,,$15.99,,$14.98,,$12.68,,,,,,,,,,,,,,,$12.68,,,$13.03,,$15.60,,,,$15.60,,$12.68,,,,,,,,$15.60,,$16.58,,$15.60,,$10.73,,,,$17.55,,$12.68,,$11.21,,$11.21,,$16.58
CDM,3958843,RIFAMPIN (RIFADIN) SUSP 25MG/ML ORAL SYR (COMPOUNDED),,,J8499,,250,00185-0799-30,$33.96,$33.96,$17.66,$30.56,,$17.66,,$20.38,,$27.17,,$26.09,,$27.85,,$26.09,,$22.07,,,,,,,,,,,,,,,$22.07,,,$22.69,,$27.17,,,,$27.17,,$22.07,,,,,,,,$27.17,,$28.87,,$27.17,,$18.68,,,,$30.56,,$22.07,,$19.53,,$19.53,,$28.87
CDM,4074844,OLANZAPINE 5 MG ODT TAB,,,J8499,,250,00002-4453-85,$143.95,$143.95,$74.85,$129.56,,$74.85,,$86.37,,$115.16,,$110.58,,$118.04,,$110.58,,$93.57,,,,,,,,,,,,,,,$93.57,,,$96.16,,$115.16,,,,$115.16,,$93.57,,,,,,,,$115.16,,$122.36,,$115.16,,$79.17,,,,$129.56,,$93.57,,$82.77,,$82.77,,$122.36
CDM,4163018,RIFAXIMIN 200 MG TAB,,,J8499,,250,65649-0301-05,$84.25,$84.25,$43.81,$75.83,,$43.81,,$50.55,,$67.40,,$64.72,,$69.08,,$64.72,,$54.76,,,,,,,,,,,,,,,$54.76,,,$56.28,,$67.40,,,,$67.40,,$54.76,,,,,,,,$67.40,,$71.61,,$67.40,,$46.34,,,,$75.83,,$54.76,,$48.44,,$48.44,,$71.61
CDM,4229157,ZONISAMIDE 10 MG/ML ORAL SOLN,,,J8499,,250,51079-0768-20,$15.52,$15.52,$8.07,$13.97,,$8.07,,$9.31,,$12.42,,$11.92,,$12.73,,$11.92,,$10.09,,,,,,,,,,,,,,,$10.09,,,$10.37,,$12.42,,,,$12.42,,$10.09,,,,,,,,$12.42,,$13.19,,$12.42,,$8.54,,,,$13.97,,$10.09,,$8.92,,$8.92,,$13.19
CDM,4231110,VALGANCICLOVIR 50 MG/ML SOLN,,,J8499,,250,00004-0039-09,$118.40,$118.40,$61.57,$106.56,,$61.57,,$71.04,,$94.72,,$90.95,,$97.09,,$90.95,,$76.96,,,,,,,,,,,,,,,$76.96,,,$79.09,,$94.72,,,,$94.72,,$76.96,,,,,,,,$94.72,,$100.64,,$94.72,,$65.12,,,,$106.56,,$76.96,,$68.08,,$68.08,,$100.64
CDM,4301017,PSEUDOEPHEDRINE  (SUDAFED) 3 MG/ML SYRUP,,,J8499,,250,24385-0507-26,$0.75,$0.75,$0.39,$0.68,,$0.39,,$0.45,,$0.60,,$0.58,,$0.61,,$0.58,,$0.49,,,,,,,,,,,,,,,$0.49,,,$0.50,,$0.60,,,,$0.60,,$0.49,,,,,,,,$0.60,,$0.64,,$0.60,,$0.41,,,,$0.68,,$0.49,,$0.43,,$0.43,,$0.64
CDM,4317029,CLOPIDOGREL 5 MG/ML SUSP,,,J8499,,250,63653-1171-01,$11.80,$11.80,$6.14,$10.62,,$6.14,,$7.08,,$9.44,,$9.06,,$9.68,,$9.06,,$7.67,,,,,,,,,,,,,,,$7.67,,,$7.88,,$9.44,,,,$9.44,,$7.67,,,,,,,,$9.44,,$10.03,,$9.44,,$6.49,,,,$10.62,,$7.67,,$6.79,,$6.79,,$10.03
CDM,4343137,LEVOFLOXACIN 750 MG TAB,,,J8499,,250,68084-0483-01,$260.00,$260.00,$135.20,$234.00,,$135.20,,$156.00,,$208.00,,$199.73,,$213.20,,$199.73,,$169.00,,,,,,,,,,,,,,,$169.00,,,$173.68,,$208.00,,,,$208.00,,$169.00,,,,,,,,$208.00,,$221.00,,$208.00,,$143.00,,,,$234.00,,$169.00,,$149.50,,$149.50,,$221.00
CDM,4365127,GINGER 500 MG CAP,,,J8499,,250,9999-999-240,$8.80,$8.80,$4.58,$7.92,,$4.58,,$5.28,,$7.04,,$6.76,,$7.22,,$6.76,,$5.72,,,,,,,,,,,,,,,$5.72,,,$5.88,,$7.04,,,,$7.04,,$5.72,,,,,,,,$7.04,,$7.48,,$7.04,,$4.84,,,,$7.92,,$5.72,,$5.06,,$5.06,,$7.48
CDM,4535017,LOSARTAN 2.5 MG/ML SUSP,,,J8499,,250,00093-7364-98,$2.30,$2.30,$1.20,$2.07,,$1.20,,$1.38,,$1.84,,$1.77,,$1.89,,$1.77,,$1.50,,,,,,,,,,,,,,,$1.50,,,$1.54,,$1.84,,,,$1.84,,$1.50,,,,,,,,$1.84,,$1.96,,$1.84,,$1.27,,,,$2.07,,$1.50,,$1.32,,$1.32,,$1.96
CDM,4601017,CALCIUM CITRATE/VIT  D (CITRACAL PETIITES) 200MG/250IU TAB,,,J8499,,250,00178-0800-20,$9.42,$9.42,$4.90,$8.48,,$4.90,,$5.65,,$7.54,,$7.24,,$7.72,,$7.24,,$6.12,,,,,,,,,,,,,,,$6.12,,,$6.29,,$7.54,,,,$7.54,,$6.12,,,,,,,,$7.54,,$8.01,,$7.54,,$5.18,,,,$8.48,,$6.12,,$5.42,,$5.42,,$8.01
CDM,4811017,FERROUS SULFATE 75MG/ML ORAL SOLN,,,J8499,,250,50383-0627-50,$6.92,$6.92,$3.60,$6.23,,$3.60,,$4.15,,$5.54,,$5.32,,$5.67,,$5.32,,$4.50,,,,,,,,,,,,,,,$4.50,,,$4.62,,$5.54,,,,$5.54,,$4.50,,,,,,,,$5.54,,$5.88,,$5.54,,$3.81,,,,$6.23,,$4.50,,$3.98,,$3.98,,$5.88
CDM,4880900,"PANCRELIPASE (ZENPEP) 15,000 UNITS CAP",,,J8499,,250,42865-0302-02,$43.10,$43.10,$22.41,$38.79,,$22.41,,$25.86,,$34.48,,$33.11,,$35.34,,$33.11,,$28.02,,,,,,,,,,,,,,,$28.02,,,$28.79,,$34.48,,,,$34.48,,$28.02,,,,,,,,$34.48,,$36.64,,$34.48,,$23.71,,,,$38.79,,$28.02,,$24.78,,$24.78,,$36.64
CDM,4880901,"PANCRELIPASE (ZENPEP) 20,000 UNITS CAP",,,J8499,,250,00023-6112-01,$65.65,$65.65,$34.14,$59.09,,$34.14,,$39.39,,$52.52,,$50.43,,$53.83,,$50.43,,$42.67,,,,,,,,,,,,,,,$42.67,,,$43.85,,$52.52,,,,$52.52,,$42.67,,,,,,,,$52.52,,$55.80,,$52.52,,$36.11,,,,$59.09,,$42.67,,$37.75,,$37.75,,$55.80
CDM,4883027,ASCORBIC ACID 100 MG/ML ORAL SOLN,,,J8499,,250,69618-0018-54,$3.92,$3.92,$2.04,$3.53,,$2.04,,$2.35,,$3.14,,$3.01,,$3.21,,$3.01,,$2.55,,,,,,,,,,,,,,,$2.55,,,$2.62,,$3.14,,,,$3.14,,$2.55,,,,,,,,$3.14,,$3.33,,$3.14,,$2.16,,,,$3.53,,$2.55,,$2.25,,$2.25,,$3.33
CDM,4886769,LACTOBACILLUS 0.2 MG,,,J8499,,250,64980-0129-50,$10.85,$10.85,$5.64,$9.77,,$5.64,,$6.51,,$8.68,,$8.33,,$8.90,,$8.33,,$7.05,,,,,,,,,,,,,,,$7.05,,,$7.25,,$8.68,,,,$8.68,,$7.05,,,,,,,,$8.68,,$9.22,,$8.68,,$5.97,,,,$9.77,,$7.05,,$6.24,,$6.24,,$9.22
CDM,4934785,LIDOCAINE TOPICAL (LMX) 4% 5 GM,,,J8499,,250,00496-0882-07,$350.35,$350.35,$182.18,$315.32,,$182.18,,$210.21,,$280.28,,$269.14,,$287.29,,$269.14,,$227.73,,,,,,,,,,,,,,,$227.73,,,$234.03,,$280.28,,,,$280.28,,$227.73,,,,,,,,$280.28,,$297.80,,$280.28,,$192.69,,,,$315.32,,$227.73,,$201.45,,$201.45,,$297.80
CDM,4954011,*BENAZEPRIL  10 MGTAB,,,J8499,,250,51079-0145-20,$14.80,$14.80,$7.70,$13.32,,$7.70,,$8.88,,$11.84,,$11.37,,$12.14,,$11.37,,$9.62,,,,,,,,,,,,,,,$9.62,,,$9.89,,$11.84,,,,$11.84,,$9.62,,,,,,,,$11.84,,$12.58,,$11.84,,$8.14,,,,$13.32,,$9.62,,$8.51,,$8.51,,$12.58
CDM,4954031,*CHLOROTHIAZIDE 50 MG/ML SUSP,,,J8499,,250,65649-0311-12,$8.36,$8.36,$4.35,$7.52,,$4.35,,$5.02,,$6.69,,$6.42,,$6.86,,$6.42,,$5.43,,,,,,,,,,,,,,,$5.43,,,$5.58,,$6.69,,,,$6.69,,$5.43,,,,,,,,$6.69,,$7.11,,$6.69,,$4.60,,,,$7.52,,$5.43,,$4.81,,$4.81,,$7.11
CDM,4960883,*FLUCONAZOLE 40 MG/ML SUSP,,,J8499,,250,59762-5030-01,$29.70,$29.70,$15.44,$26.73,,$15.44,,$17.82,,$23.76,,$22.82,,$24.35,,$22.82,,$19.30,,,,,,,,,,,,,,,$19.30,,,$19.84,,$23.76,,,,$23.76,,$19.31,,,,,,,,$23.76,,$25.25,,$23.76,,$16.34,,,,$26.73,,$19.31,,$17.08,,$17.08,,$25.25
CDM,4961127,*HALOPERIDOL 2 MG/ML SOLN,,,J8499,,250,00121-0581-04,$6.18,$6.18,$3.21,$5.56,,$3.21,,$3.71,,$4.94,,$4.75,,$5.07,,$4.75,,$4.02,,,,,,,,,,,,,,,$4.02,,,$4.13,,$4.94,,,,$4.94,,$4.02,,,,,,,,$4.94,,$5.25,,$4.94,,$3.40,,,,$5.56,,$4.02,,$3.55,,$3.55,,$5.25
CDM,4961922,*LAMOTRIGINE TAB,,,J8499,,250,68084-0319-01,$9.42,$9.42,$4.90,$8.48,,$4.90,,$5.65,,$7.54,,$7.24,,$7.72,,$7.24,,$6.12,,,,,,,,,,,,,,,$6.12,,,$6.29,,$7.54,,,,$7.54,,$6.12,,,,,,,,$7.54,,$8.01,,$7.54,,$5.18,,,,$8.48,,$6.12,,$5.42,,$5.42,,$8.01
CDM,4961929,*ETHINYL ESTRADIOL-LEVONORGESTREL TAB,,,J8499,,250,51285-0058-66,"$1,394.80","$1,394.80",$725.30,"$1,255.32",,$725.30,,$836.88,,"$1,115.84",,"$1,071.49",,"$1,143.74",,"$1,071.49",,$906.62,,,,,,,,,,,,,,,$906.62,,,$931.73,,"$1,115.84",,,,"$1,115.84",,$906.62,,,,,,,,"$1,115.84",,"$1,185.58",,"$1,115.84",,$767.14,,,,"$1,255.32",,$906.62,,$802.01,,$802.01,,"$1,185.58"
CDM,4961932,*LIDOCAINE TOPICAL GEL,,,J8499,,250,00548-3013-00,$56.55,$56.55,$29.41,$50.90,,$29.41,,$33.93,,$45.24,,$43.44,,$46.37,,$43.44,,$36.76,,,,,,,,,,,,,,,$36.76,,,$37.78,,$45.24,,,,$45.24,,$36.76,,,,,,,,$45.24,,$48.07,,$45.24,,$31.10,,,,$50.90,,$36.76,,$32.52,,$32.52,,$48.07
CDM,4961961,MINOCYCLINE 50 MG CAP,,,J8499,,250,00591-5694-01,$21.30,$21.30,$11.08,$19.17,,$11.08,,$12.78,,$17.04,,$16.36,,$17.47,,$16.36,,$13.85,,,,,,,,,,,,,,,$13.85,,,$14.23,,$17.04,,,,$17.04,,$13.85,,,,,,,,$17.04,,$18.11,,$17.04,,$11.72,,,,$19.17,,$13.85,,$12.25,,$12.25,,$18.11
CDM,4961984,*OMEPRAZOLE DRC,,,J8499,,250,68084-0128-01,$16.60,$16.60,$8.63,$14.94,,$8.63,,$9.96,,$13.28,,$12.75,,$13.61,,$12.75,,$10.79,,,,,,,,,,,,,,,$10.79,,,$11.09,,$13.28,,,,$13.28,,$10.79,,,,,,,,$13.28,,$14.11,,$13.28,,$9.13,,,,$14.94,,$10.79,,$9.55,,$9.54,,$14.11
CDM,4962550,*TRIHEXYPHENIDYL 0.4 MG/ML ORALSYR,,,J8499,,250,00121-0658-16,$1.60,$1.60,$0.83,$1.44,,$0.83,,$0.96,,$1.28,,$1.23,,$1.31,,$1.23,,$1.04,,,,,,,,,,,,,,,$1.04,,,$1.07,,$1.28,,,,$1.28,,$1.04,,,,,,,,$1.28,,$1.36,,$1.28,,$0.88,,,,$1.44,,$1.04,,$0.92,,$0.92,,$1.36
CDM,4962554,*URSODIOL 300 MG CAP,,,J8499,,250,51079-0383-20,$76.80,$76.80,$39.94,$69.12,,$39.94,,$46.08,,$61.44,,$59.00,,$62.98,,$59.00,,$49.92,,,,,,,,,,,,,,,$49.92,,,$51.30,,$61.44,,,,$61.44,,$49.92,,,,,,,,$61.44,,$65.28,,$61.44,,$42.24,,,,$69.12,,$49.92,,$44.16,,$44.16,,$65.28
CDM,4962568,*VERAPAMIL 40 MG TAB,,,J8499,,250,00591-0404-01,$9.85,$9.85,$5.12,$8.87,,$5.12,,$5.91,,$7.88,,$7.57,,$8.08,,$7.57,,$6.40,,,,,,,,,,,,,,,$6.40,,,$6.58,,$7.88,,,,$7.88,,$6.40,,,,,,,,$7.88,,$8.37,,$7.88,,$5.42,,,,$8.87,,$6.40,,$5.66,,$5.66,,$8.37
CDM,4962996,*AMOXICILLIN-CLAV (AUGMENTIN) SUSP 80MG/ML ORAL SYR,,,J8499,,250,66685-1012-01,$9.97,$9.97,$5.18,$8.97,,$5.18,,$5.98,,$7.98,,$7.66,,$8.18,,$7.66,,$6.48,,,,,,,,,,,,,,,$6.48,,,$6.66,,$7.98,,,,$7.98,,$6.48,,,,,,,,$7.98,,$8.47,,$7.98,,$5.48,,,,$8.97,,$6.48,,$5.73,,$5.73,,$8.47
CDM,4963018,*AMOXICILLIN (AMOXIL)  ORAL 250 MG CHEWTAB,,,J8499,,250,00093-2268-01,$13.05,$13.05,$6.79,$11.75,,$6.79,,$7.83,,$10.44,,$10.03,,$10.70,,$10.03,,$8.48,,,,,,,,,,,,,,,$8.48,,,$8.72,,$10.44,,,,$10.44,,$8.48,,,,,,,,$10.44,,$11.09,,$10.44,,$7.18,,,,$11.75,,$8.48,,$7.50,,$7.50,,$11.09
CDM,4963022,*AMOXICILLIN (AMOXIL) SUSP 250MG/5ML ORAL SYR,,,J8499,,250,00781-6041-55,$29.11,$29.11,$15.14,$26.20,,$15.14,,$17.47,,$23.29,,$22.36,,$23.87,,$22.36,,$18.92,,,,,,,,,,,,,,,$18.92,,,$19.45,,$23.29,,,,$23.29,,$18.92,,,,,,,,$23.29,,$24.74,,$23.29,,$16.01,,,,$26.20,,$18.92,,$16.74,,$16.74,,$24.74
CDM,4963042,*AMOXICILLIN (AMOXIL) ORAL 500MG CAP,,,J8499,,250,00781-2613-05,$10.70,$10.70,$5.56,$9.63,,$5.56,,$6.42,,$8.56,,$8.22,,$8.77,,$8.22,,$6.96,,,,,,,,,,,,,,,$6.96,,,$7.15,,$8.56,,,,$8.56,,$6.96,,,,,,,,$8.56,,$9.10,,$8.56,,$5.89,,,,$9.63,,$6.96,,$6.15,,$6.15,,$9.10
CDM,4963190,*CIPROFLOXACIN (CIPRO) ORAL 500MG TAB [FOOD/DRUG],,,J8499,,250,55111-0125-06,$123.10,$123.10,$64.01,$110.79,,$64.01,,$73.86,,$98.48,,$94.57,,$100.94,,$94.57,,$80.02,,,,,,,,,,,,,,,$80.02,,,$82.23,,$98.48,,,,$98.48,,$80.02,,,,,,,,$98.48,,$104.64,,$98.48,,$67.71,,,,$110.79,,$80.02,,$70.78,,$70.78,,$104.64
CDM,4963472,CITALOPRAM 10 MG TAB,,,J8499,,250,00093-4740-93,$26.55,$26.55,$13.81,$23.90,,$13.81,,$15.93,,$21.24,,$20.40,,$21.77,,$20.40,,$17.26,,,,,,,,,,,,,,,$17.26,,,$17.74,,$21.24,,,,$21.24,,$17.26,,,,,,,,$21.24,,$22.57,,$21.24,,$14.60,,,,$23.90,,$17.26,,$15.27,,$15.27,,$22.57
CDM,4963480,*CLARITHROMYCIN 250MG TAB,,,J8499,,250,51079-0672-20,$56.55,$56.55,$29.41,$50.90,,$29.41,,$33.93,,$45.24,,$43.44,,$46.37,,$43.44,,$36.76,,,,,,,,,,,,,,,$36.76,,,$37.78,,$45.24,,,,$45.24,,$36.76,,,,,,,,$45.24,,$48.07,,$45.24,,$31.10,,,,$50.90,,$36.76,,$32.52,,$32.52,,$48.07
CDM,4963992,*DIVALPROEX SODIUM (DEPAKOTE SPRINKLE) ORAL 125 MG CAP,,,J8499,,250,68084-0313-01,$19.05,$19.05,$9.91,$17.15,,$9.91,,$11.43,,$15.24,,$14.63,,$15.62,,$14.63,,$12.38,,,,,,,,,,,,,,,$12.38,,,$12.73,,$15.24,,,,$15.24,,$12.38,,,,,,,,$15.24,,$16.19,,$15.24,,$10.48,,,,$17.15,,$12.38,,$10.95,,$10.95,,$16.19
CDM,4964001,*ENALAPRIL (VASOTEC) ORAL 5MG TAB,,,J8499,,250,00904-5502-61,$20.05,$20.05,$10.43,$18.05,,$10.43,,$12.03,,$16.04,,$15.40,,$16.44,,$15.40,,$13.03,,,,,,,,,,,,,,,$13.03,,,$13.39,,$16.04,,,,$16.04,,$13.03,,,,,,,,$16.04,,$17.04,,$16.04,,$11.03,,,,$18.05,,$13.03,,$11.53,,$11.53,,$17.04
CDM,4964024,*FELBAMATE (FELBATOL) 600 MG TAB,,,J8499,,250,00037-0431-01,$131.50,$131.50,$68.38,$118.35,,$68.38,,$78.90,,$105.20,,$101.02,,$107.83,,$101.02,,$85.47,,,,,,,,,,,,,,,$85.47,,,$87.84,,$105.20,,,,$105.20,,$85.48,,,,,,,,$105.20,,$111.78,,$105.20,,$72.33,,,,$118.35,,$85.48,,$75.61,,$75.61,,$111.78
CDM,4964085,*FUROSEMIDE (LASIX) LIQ 10MG/ML ORALSYR,,,J8499,,250,00054-3294-50,$8.36,$8.36,$4.35,$7.52,,$4.35,,$5.02,,$6.69,,$6.42,,$6.86,,$6.42,,$5.43,,,,,,,,,,,,,,,$5.43,,,$5.58,,$6.69,,,,$6.69,,$5.43,,,,,,,,$6.69,,$7.11,,$6.69,,$4.60,,,,$7.52,,$5.43,,$4.81,,$4.81,,$7.11
CDM,4964337,*HYDROXYUREA (HYDREA OR DROXIA) ORAL 500MG CAP,,,J8499,,250,68084-0284-01,$16.50,$16.50,$8.58,$14.85,,$8.58,,$9.90,,$13.20,,$12.68,,$13.53,,$12.68,,$10.72,,,,,,,,,,,,,,,$10.72,,,$11.02,,$13.20,,,,$13.20,,$10.73,,,,,,,,$13.20,,$14.03,,$13.20,,$9.08,,,,$14.85,,$10.73,,$9.49,,$9.49,,$14.03
CDM,4964395,LEUCOVORIN 5 MG TAB,,,J8499,,250,51079-0581-06,$31.98,$31.98,$16.63,$28.78,,$16.63,,$19.19,,$25.58,,$24.57,,$26.22,,$24.57,,$20.79,,,,,,,,,,,,,,,$20.79,,,$21.36,,$25.58,,,,$25.58,,$20.79,,,,,,,,$25.58,,$27.18,,$25.58,,$17.59,,,,$28.78,,$20.79,,$18.39,,$18.39,,$27.18
CDM,4964940,*MESALAMINE (PENTASA) ORAL 250MG  SR-CAP,,,J8499,,250,54092-0189-81,$37.00,$37.00,$19.24,$33.30,,$19.24,,$22.20,,$29.60,,$28.42,,$30.34,,$28.42,,$24.05,,,,,,,,,,,,,,,$24.05,,,$24.72,,$29.60,,,,$29.60,,$24.05,,,,,,,,$29.60,,$31.45,,$29.60,,$20.35,,,,$33.30,,$24.05,,$21.27,,$21.27,,$31.45
CDM,4964960,*METOCLOPRAMIDE (REGLAN) LIQ 1MG/ML 1ML ORALSYR,,,J8499,,250,00121-0576-16,$4.29,$4.29,$2.23,$3.86,,$2.23,,$2.57,,$3.43,,$3.30,,$3.52,,$3.30,,$2.79,,,,,,,,,,,,,,,$2.79,,,$2.87,,$3.43,,,,$3.43,,$2.79,,,,,,,,$3.43,,$3.65,,$3.43,,$2.36,,,,$3.86,,$2.79,,$2.47,,$2.47,,$3.65
CDM,4964969,MINERAL OIL LIGHT STERILE 10 ML,,,J8499,,250,63323-0254-10,$21.10,$21.10,$10.97,$18.99,,$10.97,,$12.66,,$16.88,,$16.21,,$17.30,,$16.21,,$13.71,,,,,,,,,,,,,,,$13.71,,,$14.09,,$16.88,,,,$16.88,,$13.72,,,,,,,,$16.88,,$17.94,,$16.88,,$11.61,,,,$18.99,,$13.72,,$12.13,,$12.13,,$17.94
CDM,4965223,*NU-LYTELY BOWEL PREP ORAL 4000ML SOL,,,J8499,,250,52268-0100-01,$158.53,$158.53,$82.44,$142.68,,$82.44,,$95.12,,$126.82,,$121.78,,$129.99,,$121.78,,$103.04,,,,,,,,,,,,,,,$103.04,,,$105.90,,$126.82,,,,$126.82,,$103.04,,,,,,,,$126.82,,$134.75,,$126.82,,$87.19,,,,$142.68,,$103.04,,$91.15,,$91.15,,$134.75
CDM,4965229,*PENICILLIN V POTASSIUM (PEN V-K ) ORAL 250MG TAB,,,J8499,,250,00093-1172-01,$17.20,$17.20,$8.94,$15.48,,$8.94,,$10.32,,$13.76,,$13.21,,$14.10,,$13.21,,$11.18,,,,,,,,,,,,,,,$11.18,,,$11.49,,$13.76,,,,$13.76,,$11.18,,,,,,,,$13.76,,$14.62,,$13.76,,$9.46,,,,$15.48,,$11.18,,$9.89,,$9.89,,$14.62
CDM,4965230,*PENICILLIN V POTASSIUM (PEN V-K ) ORAL 250MG TAB,,,J8499,,250,00093-1172-01,$17.20,$17.20,$8.94,$15.48,,$8.94,,$10.32,,$13.76,,$13.21,,$14.10,,$13.21,,$11.18,,,,,,,,,,,,,,,$11.18,,,$11.49,,$13.76,,,,$13.76,,$11.18,,,,,,,,$13.76,,$14.62,,$13.76,,$9.46,,,,$15.48,,$11.18,,$9.89,,$9.89,,$14.62
CDM,4965515,*RIFAXIMIN 200 MG TAB,,,J8499,,250,65649-0301-05,$84.25,$84.25,$43.81,$75.83,,$43.81,,$50.55,,$67.40,,$64.72,,$69.08,,$64.72,,$54.76,,,,,,,,,,,,,,,$54.76,,,$56.28,,$67.40,,,,$67.40,,$54.76,,,,,,,,$67.40,,$71.61,,$67.40,,$46.34,,,,$75.83,,$54.76,,$48.44,,$48.44,,$71.61
CDM,4965522,*RISPERIDONE (RISPERDAL) ORAL 1MG TAB,,,J8499,,250,68084-0272-01,$44.25,$44.25,$23.01,$39.83,,$23.01,,$26.55,,$35.40,,$33.99,,$36.28,,$33.99,,$28.76,,,,,,,,,,,,,,,$28.76,,,$29.56,,$35.40,,,,$35.40,,$28.76,,,,,,,,$35.40,,$37.61,,$35.40,,$24.34,,,,$39.83,,$28.76,,$25.44,,$25.44,,$37.61
CDM,4965573,*KAYEXALATE SUSP 15 GM/ 60ML UD,,,J8499,,250,46287-0006-60,$174.05,$174.05,$90.51,$156.65,,$90.51,,$104.43,,$139.24,,$133.71,,$142.72,,$133.71,,$113.13,,,,,,,,,,,,,,,$113.13,,,$116.27,,$139.24,,,,$139.24,,$113.13,,,,,,,,$139.24,,$147.94,,$139.24,,$95.73,,,,$156.65,,$113.13,,$100.08,,$100.08,,$147.94
